,Name,composition,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NsUnfilled,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData mean NfUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean GSmagmom,MagpieData mean SpaceGroupNumber
0,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
1,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
2,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
3,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
4,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
5,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
6,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
7,Li2GeF4,Li2 Ge1 F4,10.571428571428571,64.71428571428571,23.216516114285714,333.25428571428574,12.0,2.2857142857142856,86.28571428571429,2.8414285714285716,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,13.574523809514286,1.1804285714285714,0.0,106.14285714285714
8,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
9,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
10,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
11,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
12,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
13,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
14,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
15,Na2GeF4,Na2 Ge1 F4,12.857142857142858,65.0,27.801878765714285,309.5914285714286,12.0,2.5714285714285716,97.14285714285714,2.827142857142857,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,17.1888095238,1.1804285714285714,0.0,106.14285714285714
16,K2GeF4,K2 Ge1 F4,15.142857142857142,65.28571428571429,32.40431611428571,299.78000000000003,12.0,2.857142857142857,107.71428571428571,2.795714285714286,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,29.721190476199997,1.1804285714285714,0.0,106.14285714285714
17,K2GeF4,K2 Ge1 F4,15.142857142857142,65.28571428571429,32.40431611428571,299.78000000000003,12.0,2.857142857142857,107.71428571428571,2.795714285714286,1.7142857142857142,3.142857142857143,1.4285714285714286,0.0,6.285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,1.4285714285714286,29.721190476199997,1.1804285714285714,0.0,106.14285714285714
