,gap_AO,MagpieData mean Number,MagpieData mean AtomicWeight,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSvolume_pa,Ion Specific Heat,Ion Density,Ion Firstlonization,Ion AtomicMass,Ion Melting Point,Adsorption energy(ev)
0,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,3.582,0.534,5.3917,6.941,453.85,-7.004905301
1,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.388,7.13,9.3942,65.38,692.88,0.395232218
2,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.757,0.862,4.3407,39.098,336.5,-6.580689236
3,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,1.228,0.971,5.1391,22.99,371.15,-5.557394705
4,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.897,2.7,5.9858,26.982,933.4,2.60843733
5,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.647,1.54,6.1132,40.078,1112.15,-4.458869904
6,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,1.023,1.74,7.6462,24.305,923.15,-2.617333558
7,0.26572399999999996,10.571428571428571,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.824,0.0017,17.4228,18.998,53.63,-13.35827855
8,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,3.582,0.534,5.3917,6.941,453.85,-6.304996168
9,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.388,7.13,9.3942,65.38,692.88,0.779810172
10,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.757,0.862,4.3407,39.098,336.5,-4.859987159
11,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,1.228,0.971,5.1391,22.99,371.15,-4.392485732
12,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.897,2.7,5.9858,26.982,933.4,2.445059067
13,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.647,1.54,6.1132,40.078,1112.15,-4.034477
14,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,1.023,1.74,7.6462,24.305,923.15,-1.905821399
15,0.26572399999999996,12.857142857142858,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.824,0.0017,17.4228,18.998,53.63,-11.40650088
16,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,3.582,0.534,5.3917,6.941,453.85,-5.17872263
17,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,0.388,7.13,9.3942,65.38,692.88,1.015365728
18,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,0.757,0.862,4.3407,39.098,336.5,-4.279829728
19,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,1.228,0.971,5.1391,22.99,371.15,-3.49526924
20,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,0.897,2.7,5.9858,26.982,933.4,3.473451874
21,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,0.647,1.54,6.1132,40.078,1112.15,-5.440871128
22,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,1.023,1.74,7.6462,24.305,923.15,-3.421779538
23,0.26572399999999996,15.142857142857142,32.40431611428571,2.857142857142857,107.71428571428571,2.795714285714286,1.353469387755102,29.721190476199997,0.824,0.0017,17.4228,18.998,53.63,-8.81777966
24,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,3.582,0.534,5.3917,6.941,453.85,-5.704848985
25,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,0.388,7.13,9.3942,65.38,692.88,0.635692636
26,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,0.757,0.862,4.3407,39.098,336.5,-3.757852566
27,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,1.228,0.971,5.1391,22.99,371.15,-3.568199095
28,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,0.897,2.7,5.9858,26.982,933.4,2.687744372
29,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,0.647,1.54,6.1132,40.078,1112.15,-5.57150012
30,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,1.023,1.74,7.6462,24.305,923.15,-2.414699298
31,0.26572399999999996,20.285714285714285,45.65274468571429,3.142857142857143,112.57142857142857,2.795714285714286,1.353469387755102,34.75428571428571,0.824,0.0017,17.4228,18.998,53.63,-8.249667964
